ID,Weapon Name,Weapon Type,Affinity,Weapon Type Column,Affinity Column,Default Ash of War,Can Apply Ash of War,Ash of War 1,Ash of War 2,Ash of War 3,Ash of War 4,Ash of War 5,Ash of War 6,Ash of War 7,Ash of War 8,Ash of War 9,Ash of War 10,Ash of War 11,Ash of War 12,Ash of War 13,Ash of War 14,Ash of War 15,Ash of War 16,Ash of War 17,Ash of War 18,Ash of War 19,Ash of War 20,Ash of War 21,Ash of War 22,Ash of War 23,Ash of War 24,Ash of War 25,Ash of War 26,Ash of War 27,Ash of War 28,Ash of War 29,Ash of War 30,Ash of War 31,Ash of War 32,Ash of War 33,Ash of War 34,Ash of War 35,Ash of War 36,Ash of War 37,Ash of War 38,Ash of War 39,Ash of War 40,Ash of War 41,Ash of War 42,Ash of War 43,Ash of War 44,Ash of War 45,Ash of War 46,Ash of War 47,Ash of War 48,Ash of War 49,Ash of War 50,Ash of War 51,Ash of War 52,Ash of War 53,Ash of War 54,Ash of War 55,Ash of War 56
31290400,Red Crest Heater Shield,Medium Shield,Fire,AT,F,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31290500,Red Crest Heater Shield,Medium Shield,Flame Art,AT,G,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31290600,Red Crest Heater Shield,Medium Shield,Lightning,AT,H,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31290700,Red Crest Heater Shield,Medium Shield,Sacred,AT,I,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31290800,Red Crest Heater Shield,Medium Shield,Magic,AT,J,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31290900,Red Crest Heater Shield,Medium Shield,Cold,AT,K,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31291000,Red Crest Heater Shield,Medium Shield,Poison,AT,L,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31291100,Red Crest Heater Shield,Medium Shield,Blood,AT,M,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31291200,Red Crest Heater Shield,Medium Shield,Occult,AT,N,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300000,Blue Crest Heater Shield,Medium Shield,Standard,AT,B,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300100,Blue Crest Heater Shield,Medium Shield,Heavy,AT,C,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300200,Blue Crest Heater Shield,Medium Shield,Keen,AT,D,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300300,Blue Crest Heater Shield,Medium Shield,Quality,AT,E,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300400,Blue Crest Heater Shield,Medium Shield,Fire,AT,F,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300500,Blue Crest Heater Shield,Medium Shield,Flame Art,AT,G,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300600,Blue Crest Heater Shield,Medium Shield,Lightning,AT,H,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300700,Blue Crest Heater Shield,Medium Shield,Sacred,AT,I,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300800,Blue Crest Heater Shield,Medium Shield,Magic,AT,J,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31300900,Blue Crest Heater Shield,Medium Shield,Cold,AT,K,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301000,Blue Crest Heater Shield,Medium Shield,Poison,AT,L,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301100,Blue Crest Heater Shield,Medium Shield,Blood,AT,M,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301200,Blue Crest Heater Shield,Medium Shield,Occult,AT,N,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310000,Eclipse Crest Heater Shield,Medium Shield,Standard,AT,B,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310100,Eclipse Crest Heater Shield,Medium Shield,Heavy,AT,C,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310200,Eclipse Crest Heater Shield,Medium Shield,Keen,AT,D,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310300,Eclipse Crest Heater Shield,Medium Shield,Quality,AT,E,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310400,Eclipse Crest Heater Shield,Medium Shield,Fire,AT,F,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310500,Eclipse Crest Heater Shield,Medium Shield,Flame Art,AT,G,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310600,Eclipse Crest Heater Shield,Medium Shield,Lightning,AT,H,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310700,Eclipse Crest Heater Shield,Medium Shield,Sacred,AT,I,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310800,Eclipse Crest Heater Shield,Medium Shield,Magic,AT,J,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310900,Eclipse Crest Heater Shield,Medium Shield,Cold,AT,K,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31311000,Eclipse Crest Heater Shield,Medium Shield,Poison,AT,L,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31311100,Eclipse Crest Heater Shield,Medium Shield,Blood,AT,M,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31311200,Eclipse Crest Heater Shield,Medium Shield,Occult,AT,N,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320000,Inverted Hawk Heater Shield,Medium Shield,Standard,AT,B,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320100,Inverted Hawk Heater Shield,Medium Shield,Heavy,AT,C,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320200,Inverted Hawk Heater Shield,Medium Shield,Keen,AT,D,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320300,Inverted Hawk Heater Shield,Medium Shield,Quality,AT,E,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320400,Inverted Hawk Heater Shield,Medium Shield,Fire,AT,F,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320500,Inverted Hawk Heater Shield,Medium Shield,Flame Art,AT,G,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320600,Inverted Hawk Heater Shield,Medium Shield,Lightning,AT,H,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320700,Inverted Hawk Heater Shield,Medium Shield,Sacred,AT,I,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320800,Inverted Hawk Heater Shield,Medium Shield,Magic,AT,J,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31320900,Inverted Hawk Heater Shield,Medium Shield,Cold,AT,K,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31321000,Inverted Hawk Heater Shield,Medium Shield,Poison,AT,L,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31321100,Inverted Hawk Heater Shield,Medium Shield,Blood,AT,M,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31321200,Inverted Hawk Heater Shield,Medium Shield,Occult,AT,N,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330000,Heater Shield,Medium Shield,Standard,AT,B,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330100,Heater Shield,Medium Shield,Heavy,AT,C,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330200,Heater Shield,Medium Shield,Keen,AT,D,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330300,Heater Shield,Medium Shield,Quality,AT,E,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330400,Heater Shield,Medium Shield,Fire,AT,F,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330500,Heater Shield,Medium Shield,Flame Art,AT,G,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330600,Heater Shield,Medium Shield,Lightning,AT,H,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330700,Heater Shield,Medium Shield,Sacred,AT,I,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330800,Heater Shield,Medium Shield,Magic,AT,J,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330900,Heater Shield,Medium Shield,Cold,AT,K,Parry,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31331000,Heater Shield,Medium Shield,Poison,AT,L,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31331100,Heater Shield,Medium Shield,Blood,AT,M,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31331200,Heater Shield,Medium Shield,Occult,AT,N,Parry,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340000,Black Leather Shield,Medium Shield,Standard,AT,B,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340100,Black Leather Shield,Medium Shield,Heavy,AT,C,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340200,Black Leather Shield,Medium Shield,Keen,AT,D,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340300,Black Leather Shield,Medium Shield,Quality,AT,E,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Golden Parry,Shield Crash,No Skill,Thops's Barrier,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340400,Black Leather Shield,Medium Shield,Fire,AT,F,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340500,Black Leather Shield,Medium Shield,Flame Art,AT,G,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340600,Black Leather Shield,Medium Shield,Lightning,AT,H,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340700,Black Leather Shield,Medium Shield,Sacred,AT,I,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Golden Parry,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340800,Black Leather Shield,Medium Shield,Magic,AT,J,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340900,Black Leather Shield,Medium Shield,Cold,AT,K,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Carian Retaliation,Storm Wall,Shield Crash,No Skill,Thops's Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31341000,Black Leather Shield,Medium Shield,Poison,AT,L,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31341100,Black Leather Shield,Medium Shield,Blood,AT,M,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31341200,Black Leather Shield,Medium Shield,Occult,AT,N,No Skill,Yes,Shield Bash,Barricade Shield,Parry,Storm Wall,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000000,Dragon Towershield,Greatshield,Standard,AU,B,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000100,Dragon Towershield,Greatshield,Heavy,AU,C,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000200,Dragon Towershield,Greatshield,Keen,AU,D,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000300,Dragon Towershield,Greatshield,Quality,AU,E,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000400,Dragon Towershield,Greatshield,Fire,AU,F,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000500,Dragon Towershield,Greatshield,Flame Art,AU,G,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000600,Dragon Towershield,Greatshield,Lightning,AU,H,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000700,Dragon Towershield,Greatshield,Sacred,AU,I,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000800,Dragon Towershield,Greatshield,Magic,AU,J,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000900,Dragon Towershield,Greatshield,Cold,AU,K,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32001000,Dragon Towershield,Greatshield,Poison,AU,L,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32001100,Dragon Towershield,Greatshield,Blood,AU,M,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32001200,Dragon Towershield,Greatshield,Occult,AU,N,Shield Bash,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020000,Distinguished Greatshield,Greatshield,Standard,AU,B,No Skill,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020100,Distinguished Greatshield,Greatshield,Heavy,AU,C,No Skill,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020200,Distinguished Greatshield,Greatshield,Keen,AU,D,No Skill,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020300,Distinguished Greatshield,Greatshield,Quality,AU,E,No Skill,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020400,Distinguished Greatshield,Greatshield,Fire,AU,F,No Skill,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020500,Distinguished Greatshield,Greatshield,Flame Art,AU,G,No Skill,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020600,Distinguished Greatshield,Greatshield,Lightning,AU,H,No Skill,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020700,Distinguished Greatshield,Greatshield,Sacred,AU,I,No Skill,Yes,Shield Bash,Barricade Shield,Shield Crash,No Skill,Vow of the Indomitable,Holy Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
