Name,Ash Name,Icon,Upgrade,Info 1,Info 2,Caption,FP Cost,HP Cost,HP,Defense,Standard Negation,Slash Negation,Strike Negation,Pierce Negation,Magic Negation,Fire Negation,Lightning Negation,Holy Negation,Poison,Rot,Blood,Frost,Sleep,Madness,Death Blight,Upgrade Type,Upgrade Cost,Drop Type,Achievement,NPC ID,ReinforcementSpEffect ID,ID,Ash ID,Icon ID,Sort Group ID,Sort ID
Redmane Knight Ogha +10,Redmane Knight Ogha,#REF!,10,Summons spirit of Redmane Knight Ogha,Redmane Knight Ogha,"Legendary ashen remains.
Use to summon the spirit of Ogha, the Redmane Knight.

Spirit of a mighty knight versed in the use of a greatbow.
A valiant warrior who will attack immediately after being summoned.

The longest-serving member of the Redmane Knights, Ogha studied techniques to manipulate gravity alongside Radahn.
May use a rain of gravitational arrows in response to a war cry, but only once.",106,-,"8,161",120,10,35,10,0,20,40,0,20,IMMUNE,IMMUNE,IMMUNE,IMMUNE,267,IMMUNE,IMMUNE,Special Ashes,0,3,No,143542000,290010,257010,257,473,30,61110
Lhutel the Headless,Lhutel the Headless,#REF!,0,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,829,100,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,1720,3,Yes,143551000,290000,258000,258,475,30,61200
Lhutel the Headless +1,Lhutel the Headless,#REF!,1,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,"1,062",102,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,2752,3,No,143551000,290001,258001,258,475,30,61201
Lhutel the Headless +2,Lhutel the Headless,#REF!,2,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,"1,503",105,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,3784,3,No,143551000,290002,258002,258,475,30,61202
Lhutel the Headless +3,Lhutel the Headless,#REF!,3,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,"1,879",107,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,4816,3,No,143551000,290003,258003,258,475,30,61203
Lhutel the Headless +4,Lhutel the Headless,#REF!,4,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,"1,995",109,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,5848,3,No,143551000,290004,258004,258,475,30,61204
Lhutel the Headless +5,Lhutel the Headless,#REF!,5,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,"2,228",110,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,6880,3,No,143551000,290005,258005,258,475,30,61205
Lhutel the Headless +6,Lhutel the Headless,#REF!,6,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,"2,694",111,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,7912,3,No,143551000,290006,258006,258,475,30,61206
Lhutel the Headless +7,Lhutel the Headless,#REF!,7,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,"3,420",114,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,8944,3,No,143551000,290007,258007,258,475,30,61207
Lhutel the Headless +8,Lhutel the Headless,#REF!,8,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,"4,546",117,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,9976,3,No,143551000,290008,258008,258,475,30,61208
Lhutel the Headless +9,Lhutel the Headless,#REF!,9,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,"5,441",118,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,12040,3,No,143551000,290009,258009,258,475,30,61209
Lhutel the Headless +10,Lhutel the Headless,#REF!,10,Summons spirit of Lhutel the Headless,Lhutel the Headless,"Legendary ashen remains.
Use to summon the spirit of Lhutel the Headless.

Spirit of a headless knight who leads the mausoleum soldiers.
Wields a lance enrobed in Death and hurls spectral lances at foes.

Lhutel sacrificed her life so that in Death she could continue to protect a soulless demigod until their revival, earning her the hero's honor of Erdtree Burial.",104,-,"5,699",120,10,35,10,0,20,20,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,0,3,No,143551000,290010,258010,258,475,30,61210
Cleanrot Knight Finlay,Cleanrot Knight Finlay,#REF!,0,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,876,100,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,224,IMMUNE,IMMUNE,Special Ashes,1960,3,Yes,138001000,290000,223000,223,131,30,61300
Cleanrot Knight Finlay +1,Cleanrot Knight Finlay,#REF!,1,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,"1,122",102,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,227,IMMUNE,IMMUNE,Special Ashes,3136,3,No,138001000,290001,223001,223,131,30,61301
Cleanrot Knight Finlay +2,Cleanrot Knight Finlay,#REF!,2,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,"1,588",105,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,231,IMMUNE,IMMUNE,Special Ashes,4312,3,No,138001000,290002,223002,223,131,30,61302
Cleanrot Knight Finlay +3,Cleanrot Knight Finlay,#REF!,3,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,"1,985",107,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,235,IMMUNE,IMMUNE,Special Ashes,5488,3,No,138001000,290003,223003,223,131,30,61303
Cleanrot Knight Finlay +4,Cleanrot Knight Finlay,#REF!,4,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,"2,108",109,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,237,IMMUNE,IMMUNE,Special Ashes,6664,3,No,138001000,290004,223004,223,131,30,61304
Cleanrot Knight Finlay +5,Cleanrot Knight Finlay,#REF!,5,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,"2,355",110,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,239,IMMUNE,IMMUNE,Special Ashes,7840,3,No,138001000,290005,223005,223,131,30,61305
Cleanrot Knight Finlay +6,Cleanrot Knight Finlay,#REF!,6,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,"2,847",111,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,241,IMMUNE,IMMUNE,Special Ashes,9016,3,No,138001000,290006,223006,223,131,30,61306
Cleanrot Knight Finlay +7,Cleanrot Knight Finlay,#REF!,7,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,"3,614",114,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,245,IMMUNE,IMMUNE,Special Ashes,10192,3,No,138001000,290007,223007,223,131,30,61307
Cleanrot Knight Finlay +8,Cleanrot Knight Finlay,#REF!,8,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,"4,804",117,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,249,IMMUNE,IMMUNE,Special Ashes,11368,3,No,138001000,290008,223008,223,131,30,61308
Cleanrot Knight Finlay +9,Cleanrot Knight Finlay,#REF!,9,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,"5,749",118,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,251,IMMUNE,IMMUNE,Special Ashes,13720,3,No,138001000,290009,223009,223,131,30,61309
Cleanrot Knight Finlay +10,Cleanrot Knight Finlay,#REF!,10,Summons spirit of Cleanrot Knight Finlay,Cleanrot Knight Finlay,"Legendary ashen remains.
Use to summon the spirit of the Cleanrot Knight Finlay.

Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.",127,-,"6,023",120,10,35,10,0,20,-20,0,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,267,IMMUNE,IMMUNE,Special Ashes,0,3,No,138001000,290010,223010,223,131,30,61310
Black Knife Tiche,Black Knife Tiche,#REF!,0,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,876,100,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,2000,3,Yes,121000000,290000,200000,200,113,30,61400
Black Knife Tiche +1,Black Knife Tiche,#REF!,1,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,"1,122",102,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,3200,3,No,121000000,290001,200001,200,113,30,61401
Black Knife Tiche +2,Black Knife Tiche,#REF!,2,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,"1,588",105,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,4400,3,No,121000000,290002,200002,200,113,30,61402
Black Knife Tiche +3,Black Knife Tiche,#REF!,3,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,"1,985",107,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,5600,3,No,121000000,290003,200003,200,113,30,61403
Black Knife Tiche +4,Black Knife Tiche,#REF!,4,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,"2,108",109,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,6800,3,No,121000000,290004,200004,200,113,30,61404
Black Knife Tiche +5,Black Knife Tiche,#REF!,5,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,"2,355",110,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,8000,3,No,121000000,290005,200005,200,113,30,61405
Black Knife Tiche +6,Black Knife Tiche,#REF!,6,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,"2,847",111,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,9200,3,No,121000000,290006,200006,200,113,30,61406
Black Knife Tiche +7,Black Knife Tiche,#REF!,7,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,"3,614",114,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,10400,3,No,121000000,290007,200007,200,113,30,61407
Black Knife Tiche +8,Black Knife Tiche,#REF!,8,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,"4,804",117,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,11600,3,No,121000000,290008,200008,200,113,30,61408
Black Knife Tiche +9,Black Knife Tiche,#REF!,9,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,"5,749",118,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,14000,3,No,121000000,290009,200009,200,113,30,61409
Black Knife Tiche +10,Black Knife Tiche,#REF!,10,Summons spirit of Black Knife Tiche,Black Knife Tiche,"Legendary ashen remains.
Use to summon the spirit of Black Knife Tiche.

Tiche was one of the assassins who, on the night of the plot, imbued her black knife with the Rune of Death and slew Godwyn the Golden. She was the daughter of the Black Knife Ringleader, Alecto, and was killed protecting her mother during their flight from the royal capital.",132,-,"6,023",120,10,10,10,35,20,20,20,40,IMMUNE,IMMUNE,IMMUNE,IMMUNE,,IMMUNE,IMMUNE,Special Ashes,0,3,No,121000000,290010,200010,200,113,30,61410
Mimic Tear Ashes,Mimic Tear Ashes,#REF!,0,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"1,037",100,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,224,224,112,Special Ashes,2000,3,Yes,100000010,290000,207000,207,117,30,61500
Mimic Tear Ashes +1,Mimic Tear Ashes,#REF!,1,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"1,328",102,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,227,227.92,112,Special Ashes,3200,3,No,100000010,290001,207001,207,117,30,61501
Mimic Tear Ashes +2,Mimic Tear Ashes,#REF!,2,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"1,880",105,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,231,231.84,112,Special Ashes,4400,3,No,100000010,290002,207002,207,117,30,61502
Mimic Tear Ashes +3,Mimic Tear Ashes,#REF!,3,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"2,350",107,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,235,235.76,112,Special Ashes,5600,3,No,100000010,290003,207003,207,117,30,61503
Mimic Tear Ashes +4,Mimic Tear Ashes,#REF!,4,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"2,495",109,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,237,237.776,112,Special Ashes,6800,3,No,100000010,290004,207004,207,117,30,61504
Mimic Tear Ashes +5,Mimic Tear Ashes,#REF!,5,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"2,787",110,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,239,239.68,112,Special Ashes,8000,3,No,100000010,290005,207005,207,117,30,61505
Mimic Tear Ashes +6,Mimic Tear Ashes,#REF!,6,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"3,370",111,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,241,241.696,112,Special Ashes,9200,3,No,100000010,290006,207006,207,117,30,61506
Mimic Tear Ashes +7,Mimic Tear Ashes,#REF!,7,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"4,278",114,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,245,245.616,112,Special Ashes,10400,3,No,100000010,290007,207007,207,117,30,61507
Mimic Tear Ashes +8,Mimic Tear Ashes,#REF!,8,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"5,687",117,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,249,249.536,112,Special Ashes,11600,3,No,100000010,290008,207008,207,117,30,61508
Mimic Tear Ashes +9,Mimic Tear Ashes,#REF!,9,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"6,806",118,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,251,251.44,112,Special Ashes,14000,3,No,100000010,290009,207009,207,117,30,61509
Mimic Tear Ashes +10,Mimic Tear Ashes,#REF!,10,Summons mimic tear spirit,Mimic Tear,"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.

This spirit takes the form of the summoner to fight alongside them, but its mimicry does not extend to imitating the summoner's will.
Mimic tears are the result of an attempt by the Eternal City to forge a lord.",-,660,"7,129",120,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,267,267.12,112,Special Ashes,0,3,No,100000010,290010,207010,207,117,30,61510
Finger Maiden Therolina Puppet,Finger Maiden Therolina Puppet,#REF!,0,Summons spirit of Finger Maiden Therolina,Finger Maiden Therolina,"One of Seluvis's puppets.
Use to summon the spirit of the Finger Maiden Therolina.

Spirit of Finger Maiden who never met the Tarnished she was meant to guide. Uses healing incantations and Holy Water Pots, but she is not a fighter by nature and is ill-suited to battle.

A Maiden without a Tarnished. A Tarnished without a Maiden. And yet no guide to bring them together.",82,-,"1,037",100,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,224,IMMUNE,112,Special Ashes,1280,2,No,100000040,290000,261000,261,483,40,70000
Finger Maiden Therolina Puppet +1,Finger Maiden Therolina Puppet,#REF!,1,Summons spirit of Finger Maiden Therolina,Finger Maiden Therolina,"One of Seluvis's puppets.
Use to summon the spirit of the Finger Maiden Therolina.

Spirit of Finger Maiden who never met the Tarnished she was meant to guide. Uses healing incantations and Holy Water Pots, but she is not a fighter by nature and is ill-suited to battle.

A Maiden without a Tarnished. A Tarnished without a Maiden. And yet no guide to bring them together.",82,-,"1,328",102,0,0,0,0,0,0,0,0,IMMUNE,IMMUNE,IMMUNE,IMMUNE,227,IMMUNE,112,Special Ashes,2048,2,No,100000040,290001,261001,261,483,40,70001
